"Resident ID","c_Resident","c_DoB","c_Current Age","c_Education","Location","Income","Customer ID","Name","Updated_Birthday","Updated_Age","Education Level","City","Purchase Date","Shopping List","Item List","Item A","Item B","Item C","Item D","Item E","Item F","Item G","Item H","Item I","Item J","Item K","Item L","Item M","Item N","Item O","Item P","Item Q","Item R","Item S","Item T","Item U"
412,"Halus","23/5/1991",33,"college","Hermannsburg",315000,186,"Halus","23/5/1991",33,"college","Hermannsburg","2023-6-18","['A', 'B', 'C', 'E', 'F', 'G', 'J', 'L', 'M', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",1,1,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1,0,1,1,1
2142,"Ralae","6/3/1974",51,"junior college","Kings Canyon",38000,187,"Ralae","6/3/1974",51,"junior college","Kings Canyon","2024-9-15","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1
1106,"Lachlan","24/6/2005",19,"high-school","Yulara",429000,188,"Lachlan","24/6/2005",19,"high-school","Yulara","2024-11-7","['B', 'E', 'F', 'G', 'H', 'O', 'S', 'T']","[0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0]",0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
2284,"Kelius","10/7/2007",17,"high-school","Mutitjulu",118000,189,"Kelius","10/7/2007",17,"high-school","Mutitjulu","2023-12-25","['A', 'B', 'C', 'D', 'E', 'G', 'H', 'J', 'L', 'M', 'N', 'P', 'Q', 'R', 'S', 'T']","[1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0]",1,1,1,1,1,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,0
2390,"Coror","2/8/2000",24,"college","Midland",249000,190,"Coror","2/8/2000",24,"college","Midland","2024-6-12","['A', 'C', 'D', 'F', 'G', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
89,"Ralius","7/7/1975",49,"college","Yanchep",281000,191,"Ralius","7/7/1975",49,"college","Yanchep","2024-9-29","['B', 'E', 'F', 'G', 'I', 'L', 'N', 'P', 'S', 'U']","[0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1]",0,1,0,0,1,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,1
742,"Valen","7/10/1976",48,"college","Leonora",523000,192,"Valen","7/10/1976",48,"college","Leonora","2023-5-7","['A', 'D', 'F', 'I', 'K', 'L', 'M', 'N', 'Q']","[1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0]",1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0
877,"Fenion","20/10/1988",36,"high-school","Joondalup",422000,193,"Fenion","20/10/1988",36,"high-school","Joondalup","2023-12-16","['O', 'Q']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
642,"Mabel","27/7/1980",44,"college","Sunshine Coast",572000,194,"Mabel","27/7/1980",44,"college","Sunshine Coast","2025-3-1","['G', 'K', 'L', 'Q', 'R', 'T']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0]",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,0
1453,"Quenos","1/9/1997",27,"high-school","Coffs Harbour",107000,195,"Quenos","1/9/1997",27,"high-school","Coffs Harbour","2024-4-3","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
2183,"Noror","16/9/1972",52,"junior college","Adelaide River",220000,196,"Noror","16/9/1972",52,"junior college","Adelaide River","2024-7-25","['A', 'C', 'D', 'E', 'I', 'L', 'M', 'P', 'Q', 'R', 'S', 'U']","[1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 1, 1, 1, 1, 0, 1]",1,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,1
776,"Coran","17/4/1997",28,"high-school","Burnie",252000,197,"Coran","17/4/1997",28,"high-school","Burnie","2024-6-1","['A', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'T']","[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0]",1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0
2440,"Isius","27/1/1974",51,"college","Yanchep",258000,198,"Isius","27/1/1974",51,"college","Yanchep","2023-11-26","['C', 'D', 'E', 'H', 'K', 'L', 'M', 'N', 'P', 'R']","[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0]",0,0,1,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,0,0,0
1287,"Galar","6/7/1975",49,"junior college","Hobart",354000,199,"Galar","6/7/1975",49,"junior college","Hobart","2023-3-16","['J', 'P']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
1995,"Sawyer","28/2/1997",28,"junior college","Forster",567000,200,"Sawyer","28/2/1997",28,"junior college","Forster","2023-5-16","['D', 'E', 'I', 'J', 'K', 'N']","[0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0
867,"Seliel","4/10/2009",15,"high-school","Toowoomba",107000,201,"Seliel","4/10/2009",15,"high-school","Toowoomba","2025-1-5","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
866,"Janen","24/4/1985",40,"high-school","Daly Waters",300000,202,"Janen","24/4/1985",40,"high-school","Daly Waters","2023-12-27","['E', 'F', 'K', 'M', 'T']","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0
486,"Oror","17/7/2000",24,"high-school","Geraldton",283000,203,"Oror","17/7/2000",24,"high-school","Geraldton","2023-1-11","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
131,"Perius","22/12/1980",44,"master","Mataranka",417000,204,"Perius","22/12/1980",44,"master","Mataranka","2023-3-24","['C', 'D', 'H', 'J', 'N', 'Q', 'S', 'U']","[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 0, 1]",0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1
540,"Kelius","12/11/1996",28,"college","Katherine",389000,205,"Kelius","12/11/1996",28,"college","Katherine","2023-11-24","['A', 'C', 'F', 'K', 'M', 'P', 'R', 'T']","[1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0]",1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
1292,"Toras","11/2/1986",39,"high-school","Ti Tree",506000,206,"Toras","11/2/1986",39,"high-school","Ti Tree","2025-4-8","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1101,"Maleth","11/7/2004",20,"high-school","Hobart",582000,207,"Maleth","11/7/2004",20,"high-school","Hobart","2023-3-29","['A', 'D', 'I', 'R', 'S', 'T', 'U']","[1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1]",1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1
2936,"Danas","17/8/1985",39,"high-school","Bairnsdale",525000,208,"Danas","17/8/1985",39,"high-school","Bairnsdale","2024-7-31","['F', 'M']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
592,"Toreth","6/10/2007",17,"high-school","Alice Springs",330000,209,"Toreth","6/10/2007",17,"high-school","Alice Springs","2023-11-29","['A', 'B', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'N', 'R']","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,1,0,0,1,0,1,1,1,1,1,1,0,1,0,0,0,1,0,0,0
1383,"Ralae","31/12/2003",21,"college","Halls Creek",41000,210,"Ralae","31/12/2003",21,"college","Halls Creek","2025-1-15","['B', 'C', 'D', 'G', 'H', 'I', 'Q', 'R', 'U']","[0, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]",0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1
1917,"Malion","4/2/1981",44,"college","Fitzroy Crossing",482000,211,"Malion","4/2/1981",44,"college","Fitzroy Crossing","2024-4-7","['A', 'E', 'H', 'I', 'J', 'K', 'O', 'P', 'U']","[1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1]",1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,1
279,"Valas","7/3/1987",38,"master","Atherton",127000,212,"Valas","7/3/1987",38,"master","Atherton","2024-6-18","['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2271,"Isius","22/10/2010",14,"college","Shepparton",40000,213,"Isius","22/10/2010",14,"college","Shepparton","2023-4-27","['C', 'D', 'H', 'J']","[0, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1822,"Jania","19/9/1974",50,"high-school","Murray Bridge",513000,214,"Jania","19/9/1974",50,"high-school","Murray Bridge","2023-6-11","['B', 'C', 'E', 'L', 'M']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
2409,"Oron","13/5/1994",30,"high-school","Merredin",197000,215,"Oron","13/5/1994",30,"high-school","Merredin","2024-10-13","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'K', 'M', 'N', 'O', 'Q', 'R', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1]",1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,0,1,1,0,0,1
97,"Orus","23/11/2009",15,"college","Whyalla",261000,216,"Orus","23/11/2009",15,"college","Whyalla","2023-8-20","['C', 'E', 'F', 'G', 'H', 'L', 'M', 'O', 'Q']","[0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,0,1,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0
2391,"Seleth","19/11/1995",29,"junior college","Perth",288000,217,"Seleth","19/11/1995",29,"junior college","Perth","2023-7-24","['C', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'N', 'O', 'Q', 'R', 'S', 'U']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1]",0,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,1
2557,"Halor","17/1/2003",22,"high-school","Port Macquarie",334000,218,"Halor","17/1/2003",22,"high-school","Port Macquarie","2024-7-21","['D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'N', 'S', 'T', 'U']","[0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1, 1]",0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,1,1
977,"Oror","29/10/2004",20,"high-school","Mutitjulu",272000,219,"Oror","29/10/2004",20,"high-school","Mutitjulu","2024-4-5","['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1
2691,"Toriel","23/5/1982",42,"under high-school","Broome",317000,220,"Toriel","23/5/1982",42,"under high-school","Broome","2023-8-13","['K', 'N', 'S']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
1570,"Belae","20/6/1992",32,"college","Grafton",116000,221,"Belae","20/6/1992",32,"college","Grafton","2023-9-6","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]",1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,1,0,0,1
1326,"Ralas","25/4/1986",39,"college","Margaret River",47000,222,"Ralas","25/4/1986",39,"college","Margaret River","2024-3-26","['G', 'I', 'L', 'N']","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0
2793,"Norius","17/3/1994",31,"high-school","Leonora",505000,223,"Norius","17/3/1994",31,"high-school","Leonora","2023-8-15","['A', 'C', 'E', 'F', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
199,"Peren","16/8/1977",47,"junior college","Canberra",410000,224,"Peren","16/8/1977",47,"junior college","Canberra","2024-10-24","['A', 'D', 'F', 'H', 'I', 'O', 'P', 'S']","[1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0]",1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0
2010,"Kelen","4/12/2004",20,"high-school","Armidale",30000,225,"Kelen","4/12/2004",20,"high-school","Armidale","2023-2-17","['B', 'C', 'E', 'F', 'G', 'I', 'K', 'N', 'O', 'P', 'Q', 'U']","[0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 1]",0,1,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,1
556,"Oriel","20/10/1978",46,"junior college","Kempsey",207000,226,"Oriel","20/10/1978",46,"junior college","Kempsey","2025-1-25","['K', 'Q']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2468,"Beliel","14/5/1992",32,"college","Deniliquin",327000,227,"Beliel","14/5/1992",32,"college","Deniliquin","2023-5-4","['B', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'L', 'N', 'O', 'P', 'Q', 'R', 'S', 'T']","[0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]",0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,0
2927,"Quenius","13/5/1984",40,"college","Papunya",399000,228,"Quenius","13/5/1984",40,"college","Papunya","2023-10-27","['F', 'R']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
447,"Selan","1/11/2007",17,"high-school","Rockingham",480000,229,"Selan","1/11/2007",17,"high-school","Rockingham","2025-3-2","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2739,"Janar","15/2/1982",43,"college","Atherton",390000,230,"Janar","15/2/1982",43,"college","Atherton","2024-7-31","['A', 'C', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1
1652,"Sariah","28/1/2009",16,"junior college","Meekatharra",588000,231,"Sariah","28/1/2009",16,"junior college","Meekatharra","2025-4-7","['A', 'B', 'C', 'D', 'F', 'H', 'J', 'L', 'P', 'Q', 'T']","[1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0]",1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,1,1,0
2274,"Feneth","7/12/1989",35,"under high-school","Hobart",212000,232,"Feneth","7/12/1989",35,"under high-school","Hobart","2024-12-21","['F', 'G', 'H', 'J', 'O', 'Q', 'S', 'T', 'U']","[0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 1, 1, 1]",0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0,1,1,1
68,"Bianca","24/5/1979",45,"college","Mount Barker",451000,233,"Bianca","24/5/1979",45,"college","Mount Barker","2023-5-5","['E', 'G', 'L', 'M', 'P', 'R']","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0]",0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
340,"Feneth","31/5/1990",34,"high-school","Hobart",72000,234,"Feneth","31/5/1990",34,"high-school","Hobart","2023-5-31","['A', 'B', 'C', 'D', 'E', 'F', 'J', 'K', 'L', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,1,1,1
2601,"Toran","30/7/1992",32,"junior college","Mataranka",444000,235,"Toran","30/7/1992",32,"junior college","Mataranka","2023-1-12","['B', 'D', 'E', 'I', 'K', 'M', 'Q']","[0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0]",0,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0
118,"Peror","13/8/1993",31,"junior college","Gladstone",252000,236,"Peror","13/8/1993",31,"junior college","Gladstone","2024-6-3","['B', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1]",0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1
635,"Liana","13/3/1998",27,"junior college","Yanchep",426000,237,"Liana","13/3/1998",27,"junior college","Yanchep","2023-6-23","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1
1967,"Omar","16/5/1975",49,"high-school","Mudgee",561000,238,"Omar","16/5/1975",49,"high-school","Mudgee","2024-3-12","['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1888,"Persephone","9/8/2010",14,"master","Rockingham",349000,239,"Persephone","9/8/2010",14,"master","Rockingham","2024-4-26","['A', 'B', 'C', 'D', 'F', 'G', 'I', 'J', 'L', 'M', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,0
710,"Isiel","31/8/1984",40,"master","Papunya",35000,240,"Isiel","31/8/1984",40,"master","Papunya","2023-1-3","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2782,"Janion","10/2/1973",52,"high-school","Broome",246000,241,"Janion","10/2/1973",52,"high-school","Broome","2024-4-1","['C', 'G']","[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2789,"Elus","7/11/1973",51,"college","Mount Barker",274000,242,"Elus","7/11/1973",51,"college","Mount Barker","2023-10-16","['A', 'C', 'J', 'K', 'N', 'T', 'U']","[1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 1]",1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1
286,"Malon","16/6/1977",47,"high-school","Whyalla",403000,243,"Malon","16/6/1977",47,"high-school","Whyalla","2023-10-21","['F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'P', 'Q', 'T', 'U']","[0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1
1654,"Janius","27/11/1981",43,"college","Rockhampton",82000,244,"Janius","27/11/1981",43,"college","Rockhampton","2024-11-25","['A', 'D', 'H', 'K', 'M', 'N', 'P', 'Q']","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0]",1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0
1198,"Imogen","15/2/1984",41,"high-school","Howard Springs",155000,245,"Imogen","15/2/1984",41,"high-school","Howard Springs","2025-2-6","['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
699,"Ines","29/3/2009",16,"junior college","Onslow",184000,246,"Ines","29/3/2009",16,"junior college","Onslow","2024-12-21","['C']","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
576,"Janor","14/9/2003",21,"high-school","Northam",264000,247,"Janor","14/9/2003",21,"high-school","Northam","2024-4-2","['C', 'E', 'N', 'O', 'R']","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]",0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
900,"Ralos","2/1/1972",53,"high-school","Halls Creek",350000,248,"Ralos","2/1/1972",53,"high-school","Halls Creek","2023-12-13","['G', 'S']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
