Customer ID,Name,Birthday,Age,Education Level,City,Purchase Date,Shopping List,Item List,Item A,Item B,Item C,Item D,Item E,Item F,Item G,Item H,Item I,Item J,Item K,Item L,Item M,Item N,Item O,Item P,Item Q,Item R,Item S,Item T,Item U
473,Coron,14/8/2010,12,master,Daly Waters,2024-3-15,"['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
474,Toran,27-3-2005,18,master,Leonora,2025-2-19,"['A', 'B', 'C', 'D', 'H', 'I', 'J', 'L', 'N', 'O', 'P', 'R', 'S', 'T']","[1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0]",1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0
475,Pera,3-3-2002,21,junior college,Lithgow,2024-12-18,"['C', 'G', 'H', 'I', 'K', 'M', 'P', 'Q', 'R', 'S', 'T']","[0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0]",0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,1,1,0
476,Micah,13-11-2009,13,college,Joondalup,2024-9-26,"['G', 'J', 'N']","[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
477,Halis,1-1-1991,32,junior college,Kalamunda,2024-1-29,"['A', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
478,Janius,3-8-1993,29,high-school,Mataranka,2024-3-1,"['B', 'E', 'K', 'P', 'T']","[0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
479,Elon,24-8-1987,35,high-school,Nowra,2025-1-19,"['A', 'B', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
480,Danar,22/12/1975,47,college,Queanbeyan,2023-3-10,"['A', 'M', 'T']","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0]",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0
481,Ralar,1-12-2003,19,college,Seymour,2024-7-31,"['A', 'B', 'C', 'I', 'J', 'L', 'N', 'O', 'P', 'Q', 'R', 'S']","[1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0]",1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,0,0,0
482,Elor,25-3-1982,41,junior college,Hobart,2025-3-21,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1
483,Rowan,29/6/1996,26,high-school,Albany,2023-2-3,"['A', 'C', 'F', 'G', 'K', 'P', 'Q', 'S']","[1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0]",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0
484,Jemma,17-8-1990,32,college,Gladstone,2023-3-9,"['A', 'B', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
485,Olive,3-5-1998,25,master,Jurien Bay,2023-6-12,"['B', 'E', 'I', 'J']","[0, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
486,Keliel,7-2-1994,29,high-school,Gatton,2023-5-15,"['A', 'B', 'C', 'D', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1
487,Loren,11-8-1974,48,college,Kempsey,2023-2-11,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
488,Coras,18-12-1982,40,college,Papunya,2024-6-21,"['A', 'C', 'F', 'G', 'H', 'J', 'M', 'N', 'Q', 'S', 'U']","[1, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1]",1,0,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1
489,Peran,18-11-1975,47,master,Port Hedland,2023-9-7,"['A', 'C', 'D', 'E', 'F', 'G', 'H', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1]",1,0,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,0,0,1
490,Loron,10-5-1993,29,master,Leonora,2023-9-18,"['A', 'C', 'H', 'N', 'R']","[1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0]",1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
491,Janar,28-11-2006,16,high-school,Warwick,2023-10-28,"['A', 'C', 'F', 'H', 'I', 'J', 'K', 'M', 'Q', 'R', 'T', 'U']","[1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 1]",1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1,1
492,Dana,9-7-1986,36,college,Nhulunbuy,2023-8-26,"['B', 'C', 'E', 'G', 'J', 'K', 'L', 'M', 'N', 'Q', 'S', 'U']","[0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1]",0,1,1,0,1,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1
493,Janion,5-4-1980,43,high-school,Halls Creek,2025-1-20,"['A', 'B', 'C', 'F', 'J', 'K', 'M', 'Q', 'R', 'T']","[1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0]",1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0
494,Freya,4-8-1973,49,high-school,Jurien Bay,2024-12-23,"['B', 'C', 'D', 'E', 'F', 'G', 'I', 'J', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1
495,Isis,19-12-2009,13,junior college,Atherton,2024-10-15,"['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
496,Kelae,18-6-1996,26,under high-school,Narrabri,2024-10-8,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
497,Elus,27-6-1987,35,college,Wangaratta,2024-3-11,"['A', 'C', 'D', 'E', 'H', 'J', 'L', 'Q', 'R']","[1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0]",1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0
498,Raleth,13/1/1984,39,high-school,Geraldton,2025-4-29,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1
499,Selia,4-8-1987,35,college,Margaret River,2024-12-10,"['A', 'E', 'G', 'M', 'N', 'T']","[1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0]",1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0
500,Ayla,3/2/2009,14,college,Kununurra,2024-11-8,"['C', 'E', 'G', 'L', 'N']","[0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0]",0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0
501,Corion,22-10-2003,19,college,Cloncurry,2025-2-10,"['E', 'I', 'P', 'T']","[0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0]",0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0
502,Malen,3-11-2004,18,high-school,Seymour,2024-12-6,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
503,Selene,19-12-1974,48,high-school,Leonora,2024-3-23,"['B', 'D', 'F', 'G', 'H', 'I', 'L', 'M', 'O', 'Q']","[0, 1, 0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]",0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
504,Janion,21-4-1974,49,high-school,Bowen,2025-3-23,"['D', 'H', 'K', 'N', 'P', 'Q']","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0]",0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0
505,Toriel,9/11/2006,16,high-school,Atherton,2025-4-17,"['A', 'C', 'D', 'E', 'F', 'H', 'I', 'M', 'P', 'S', 'T']","[1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 1, 1, 0]",1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
506,Oria,20/10/1985,37,master,Halls Creek,2023-6-2,"['B', 'C', 'E', 'K', 'O', 'U']","[0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]",0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
507,Valiel,15/7/2006,16,junior college,Nhulunbuy,2024-5-8,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
508,Norius,4/3/1998,25,under high-school,Atherton,2024-4-14,"['A', 'B', 'C', 'D', 'E', 'F', 'H', 'I', 'J', 'L', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1
509,Ralen,14-3-2002,21,junior college,Queanbeyan,2023-12-2,"['C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'T', 'U']","[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1]",0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
510,Toror,27-4-1975,48,under high-school,Roma,2024-2-23,"['A', 'B', 'E', 'G', 'H', 'I', 'J', 'N', 'P', 'Q', 'T']","[1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0]",1,1,0,0,1,0,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0
511,Daneth,20/10/1986,36,high-school,Halls Creek,2025-1-25,['R'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
512,Corius,30/6/1974,48,college,Onslow,2023-2-21,"['D', 'E', 'F', 'H', 'L', 'M', 'O', 'T', 'U']","[0, 0, 0, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 1]",0,0,0,1,1,1,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1
513,Noros,5/3/1981,42,college,Mount Isa,2024-12-15,"['A', 'B', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
514,Peror,19-2-2004,19,under high-school,Joondalup,2024-11-20,"['D', 'F', 'I', 'N', 'U']","[0, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1
515,Oren,5-1-1990,33,college,Dunsborough,2024-9-30,"['A', 'B', 'D', 'E', 'F', 'H', 'I', 'J', 'K', 'N', 'O', 'P', 'U']","[1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 0, 0, 0, 1]",1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,1
516,Dakota,16-9-2004,18,master,Northam,2023-4-29,"['A', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
517,Felix,15-6-1979,43,junior college,Albury,2023-4-2,"['F', 'L', 'P', 'Q']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
518,Janus,4-10-1974,48,high-school,Hermannsburg,2023-10-28,"['B', 'H', 'L', 'O']","[0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
519,Oria,21/5/2003,19,junior college,Nhulunbuy,2024-1-6,"['B', 'E', 'G', 'H', 'J', 'R', 'T', 'U']","[0, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1]",0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1
520,Loren,1-11-2001,21,high-school,Mutitjulu,2024-3-27,"['A', 'C', 'D', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
521,Finn,5-2-1993,30,master,Parkes,2025-4-30,"['A', 'C', 'D', 'J', 'K', 'M', 'P', 'Q']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0]",1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0
522,Janon,22/3/2004,19,high-school,Batchelor,2023-5-27,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
523,Halae,23/4/1986,37,master,Yanchep,2025-1-23,"['D', 'E', 'F', 'H', 'I', 'J', 'K', 'M', 'N', 'O', 'P', 'Q', 'S', 'U']","[0, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1]",0,0,0,1,1,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,1
524,Loron,1-10-1998,24,high-school,Nelson Bay,2024-1-23,"['A', 'B', 'C', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]",1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
525,Jania,30/12/1983,39,college,Papunya,2023-2-15,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'O', 'P', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1
526,Janiel,11-6-1975,47,high-school,Nelson Bay,2024-7-19,"['B', 'D', 'E', 'F', 'G', 'J', 'K', 'M', 'P', 'R', 'T', 'U']","[0, 1, 0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 1]",0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,1,1
527,Torion,14-5-1986,36,junior college,Yanchep,2023-5-12,"['A', 'C', 'D', 'S']","[1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,Danae,22-9-1985,37,high-school,Papunya,2023-12-29,"['A', 'C', 'D', 'F', 'H', 'J', 'K', 'L', 'M', 'N', 'Q', 'R', 'S', 'T', 'U']","[1, 0, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1]",1,0,1,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1,1,1,1
529,Kelius,21-5-2007,15,college,Leonora,2024-8-17,"['A', 'D', 'F', 'G', 'H', 'J', 'L', 'M', 'N', 'O', 'P', 'Q', 'U']","[1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1]",1,0,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,1
530,Valor,14-3-2010,13,high-school,Burnie,2024-10-4,"['A', 'B', 'F', 'G', 'J', 'L', 'N', 'O', 'Q', 'R']","[1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0]",1,1,0,0,0,1,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0
531,Ronan,5/8/2000,22,high-school,Merredin,2023-8-25,"['A', 'B', 'C', 'D', 'E', 'G', 'H', 'I', 'J', 'L', 'M', 'N', 'O', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]",1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
532,Selas,15-12-2001,21,high-school,Mount Isa,2023-5-18,"['B', 'D', 'E', 'I', 'J', 'L', 'P', 'Q', 'S']","[0, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0]",0,1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0
533,Corion,18-11-1994,28,college,Boddington,2025-2-17,"['A', 'D', 'F', 'J', 'K', 'L', 'M', 'N', 'O', 'Q', 'S', 'U']","[1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1]",1,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1
534,Feneth,22-5-2010,12,high-school,Nelson Bay,2023-4-6,"['F', 'J', 'K', 'L']","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
535,Valor,12-1-2006,17,high-school,Manjimup,2024-9-18,"['A', 'B', 'C', 'N', 'O', 'R', 'S']","[1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0]",1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
536,Isar,24-4-2009,14,master,Exmouth,2023-4-11,"['B', 'C', 'D', 'E', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
537,Oriel,25-10-1997,25,junior college,Cowra,2023-2-20,"['A', 'B', 'C', 'D', 'H', 'K', 'L', 'M', 'N', 'O', 'R', 'S']","[1, 1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0]",1,1,1,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0
538,Valius,8-10-2008,14,under high-school,Katherine,2024-7-7,"['C', 'D', 'E', 'H', 'K', 'L', 'N', 'Q', 'S']","[0, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0]",0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0
539,Elyn,17-8-1978,44,junior college,Leonora,2023-12-14,"['A', 'B', 'C', 'E', 'F', 'G', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'S', 'T', 'U']","[1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]",1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
540,Malas,3-2-1992,31,high-school,Forster,2024-8-26,"['K', 'L', 'P']","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
541,Nola,21/8/1973,49,high-school,Kununurra,2025-2-13,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R', 'S', 'T', 'U']","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
542,Pera,17-1-2006,17,master,Whyalla,2023-7-18,"['A', 'C', 'G', 'H', 'I', 'M']","[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0
543,Kelas,8-7-2006,16,master,Narrandera,2023-10-5,"['A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'J', 'K', 'M', 'O', 'P', 'Q', 'R', 'S', 'T']","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]",1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,0
544,Isiel,1-12-1997,25,junior college,Carnarvon,2024-3-3,"['B', 'C', 'D', 'E', 'F', 'M']","[0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
545,Loron,13-9-1988,34,college,Wangaratta,2023-6-18,"['H', 'M', 'P']","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0]",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
546,Ralis,30-3-2000,23,college,Leonora,2024-9-28,['R'],"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
